Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,annual_frequency,promo_dependency,purchase_scaled,previous_scaled,frequency_scaled,review_scaled,loyalty_score,value_tier
15,64,Male,Coat,Outerwear,53,New York,L,Teal,Winter,4.7,Yes,Free Shipping,1,1,34,Debit Card,Weekly,52,1.0,0.4125000000000001,0.673469387755102,0.9999999999999999,0.8800000000000001,0.7398877551020409,Medium Value
16,64,Male,Skirt,Clothing,81,Rhode Island,M,Teal,Winter,2.8,Yes,Store Pickup,1,1,8,PayPal,Monthly,12,1.0,0.7625,0.14285714285714285,0.21568627450980393,0.11999999999999988,0.2863487394957983,Low Value
17,25,Male,Sunglasses,Accessories,36,Alabama,S,Gray,Spring,4.1,Yes,Next Day Air,1,1,44,Debit Card,Bi-Weekly,26,1.0,0.2,0.8775510204081631,0.49019607843137253,0.6399999999999999,0.602079231692677,Medium Value
18,53,Male,Dress,Clothing,38,Mississippi,XL,Lavender,Winter,4.7,Yes,2-Day Shipping,1,1,36,Venmo,Quarterly,4,1.0,0.22500000000000003,0.7142857142857142,0.058823529411764705,0.8800000000000001,0.4363613445378151,Low Value
19,52,Male,Sweater,Clothing,48,Montana,S,Black,Summer,4.6,Yes,Free Shipping,1,1,17,Cash,Weekly,52,1.0,0.3500000000000001,0.32653061224489793,0.9999999999999999,0.8399999999999999,0.5846122448979592,Medium Value
20,66,Male,Pants,Clothing,90,Rhode Island,M,Green,Summer,3.3,Yes,Standard,1,1,46,Debit Card,Bi-Weekly,26,1.0,0.875,0.9183673469387754,0.49019607843137253,0.32000000000000006,0.7214057623049219,Medium Value
21,21,Male,Pants,Clothing,51,Louisiana,M,Black,Winter,2.8,Yes,Express,1,1,50,Cash,Every 3 Months,4,1.0,0.38750000000000007,1.0,0.058823529411764705,0.11999999999999988,0.5071470588235294,Medium Value
22,31,Male,Pants,Clothing,62,North Carolina,M,Charcoal,Winter,4.1,Yes,Store Pickup,1,1,22,Debit Card,Quarterly,4,1.0,0.525,0.4285714285714285,0.058823529411764705,0.6399999999999999,0.3580756302521008,Low Value
23,56,Male,Pants,Clothing,37,California,M,Peach,Summer,3.2,Yes,Store Pickup,1,1,32,Debit Card,Annually,1,1.0,0.21250000000000002,0.6326530612244897,0.0,0.28000000000000025,0.32356122448979596,Low Value
24,31,Male,Pants,Clothing,88,Oklahoma,XL,White,Winter,4.4,Yes,Express,1,1,40,Credit Card,Weekly,52,1.0,0.8500000000000001,0.7959183673469387,0.9999999999999999,0.7600000000000002,0.8643673469387755,High Value
25,18,Male,Jacket,Outerwear,22,Florida,M,Green,Fall,2.9,Yes,Store Pickup,1,1,16,Debit Card,Weekly,52,1.0,0.025000000000000022,0.3061224489795918,0.9999999999999999,0.15999999999999992,0.44344897959183666,Low Value
26,18,Male,Hoodie,Clothing,25,Texas,M,Silver,Summer,3.6,Yes,Express,1,1,14,PayPal,Annually,1,1.0,0.0625,0.26530612244897955,0.0,0.44000000000000017,0.16262244897959185,Low Value
27,38,Male,Jewelry,Accessories,20,Nevada,M,Red,Spring,3.6,Yes,Next Day Air,1,1,13,Credit Card,Annually,1,1.0,0.0,0.24489795918367344,0.0,0.44000000000000017,0.1419591836734694,Low Value
28,56,Male,Shorts,Clothing,56,Kentucky,L,Cyan,Summer,5.0,Yes,Next Day Air,1,1,7,Bank Transfer,Every 3 Months,4,1.0,0.45000000000000007,0.12244897959183673,0.058823529411764705,1.0,0.25662665066026413,Low Value
29,54,Male,Handbag,Accessories,94,North Carolina,M,Gray,Fall,4.4,Yes,Free Shipping,1,1,41,PayPal,Every 3 Months,4,1.0,0.925,0.8163265306122448,0.058823529411764705,0.7600000000000002,0.6051776710684275,Medium Value
30,31,Male,Dress,Clothing,48,Wyoming,S,Black,Fall,4.1,Yes,Store Pickup,1,1,14,Credit Card,Weekly,52,1.0,0.3500000000000001,0.26530612244897955,0.9999999999999999,0.6399999999999999,0.5401224489795917,Medium Value
31,57,Male,Jewelry,Accessories,31,North Carolina,L,Black,Winter,4.7,Yes,Standard,1,1,16,Credit Card,Monthly,12,1.0,0.1375,0.3061224489795918,0.21568627450980393,0.8800000000000001,0.3026548619447779,Low Value
32,33,Male,Dress,Clothing,79,West Virginia,L,Brown,Winter,4.7,Yes,Store Pickup,1,1,45,Venmo,Monthly,12,1.0,0.7375,0.8979591836734693,0.21568627450980393,0.8800000000000001,0.659389555822329,Medium Value
33,36,Male,Jacket,Outerwear,67,Kansas,M,Silver,Summer,4.9,Yes,Free Shipping,1,1,37,Venmo,Annually,1,1.0,0.5875,0.7346938775510203,0.0,0.9600000000000002,0.5073775510204082,Medium Value
34,54,Male,Pants,Clothing,38,Colorado,L,Green,Summer,3.3,Yes,Store Pickup,1,1,45,Cash,Quarterly,4,1.0,0.22500000000000003,0.8979591836734693,0.058823529411764705,0.32000000000000006,0.45383073229291715,Medium Value
35,36,Male,T-shirt,Clothing,91,North Dakota,L,Violet,Spring,4.6,Yes,2-Day Shipping,1,1,38,PayPal,Quarterly,4,1.0,0.8875,0.7551020408163265,0.058823529411764705,0.8399999999999999,0.58118787515006,Medium Value
36,54,Male,Blouse,Clothing,33,Massachusetts,M,Cyan,Summer,4.0,Yes,2-Day Shipping,1,1,48,Credit Card,Bi-Weekly,26,1.0,0.16250000000000003,0.9591836734693877,0.49019607843137253,0.6000000000000001,0.6232322929171669,Medium Value
37,35,Male,T-shirt,Clothing,69,Illinois,M,Maroon,Winter,4.6,Yes,Free Shipping,1,1,44,PayPal,Fortnightly,26,1.0,0.6125,0.8775510204081631,0.49019607843137253,0.8399999999999999,0.704579231692677,Medium Value
38,35,Male,Jeans,Clothing,45,Indiana,S,Cyan,Summer,2.8,Yes,Store Pickup,1,1,10,PayPal,Weekly,52,1.0,0.3125,0.18367346938775508,0.9999999999999999,0.11999999999999988,0.447969387755102,Low Value
40,70,Male,Pants,Clothing,60,Arizona,S,Turquoise,Summer,4.2,Yes,Express,1,1,18,Credit Card,Monthly,12,1.0,0.5,0.346938775510204,0.21568627450980393,0.6800000000000002,0.3714813925570228,Low Value
41,69,Male,Handbag,Accessories,76,Louisiana,L,Beige,Winter,4.6,Yes,Next Day Air,1,1,31,Debit Card,Quarterly,4,1.0,0.7000000000000001,0.6122448979591836,0.058823529411764705,0.8399999999999999,0.48654501800720285,Medium Value
42,67,Male,Scarf,Accessories,39,Alaska,M,Orange,Spring,4.5,Yes,Standard,1,1,40,Venmo,Annually,1,1.0,0.23750000000000004,0.7959183673469387,0.0,0.8,0.44586734693877556,Low Value
43,20,Male,Coat,Outerwear,100,Tennessee,M,Beige,Spring,4.1,Yes,Free Shipping,1,1,15,PayPal,Annually,1,1.0,1.0,0.28571428571428564,0.0,0.6399999999999999,0.3782857142857143,Low Value
44,25,Male,Scarf,Accessories,69,Ohio,L,Lavender,Fall,3.7,Yes,Store Pickup,1,1,19,PayPal,Fortnightly,26,1.0,0.6125,0.36734693877551017,0.49019607843137253,0.4800000000000002,0.46449759903961585,Medium Value
45,39,Male,Hat,Accessories,53,Kentucky,S,Silver,Summer,4.6,Yes,Free Shipping,1,1,45,PayPal,Weekly,52,1.0,0.4125000000000001,0.8979591836734693,0.9999999999999999,0.8399999999999999,0.8256836734693876,High Value
46,50,Male,Socks,Clothing,21,Tennessee,XL,Indigo,Fall,2.9,Yes,2-Day Shipping,1,1,25,PayPal,Annually,1,1.0,0.012500000000000011,0.4897959183673469,0.0,0.15999999999999992,0.21441836734693878,Low Value
47,57,Male,Shirt,Clothing,43,California,L,White,Summer,2.9,Yes,Store Pickup,1,1,45,Cash,Quarterly,4,1.0,0.2875,0.8979591836734693,0.058823529411764705,0.15999999999999992,0.45033073229291715,Medium Value
48,55,Male,Jewelry,Accessories,54,Montana,M,Charcoal,Winter,4.5,Yes,Free Shipping,1,1,36,Cash,Weekly,52,1.0,0.42500000000000004,0.7142857142857142,0.9999999999999999,0.8,0.7507142857142857,High Value
49,42,Male,Shirt,Clothing,55,Nevada,M,Orange,Summer,2.7,Yes,Store Pickup,1,1,38,Cash,Monthly,12,1.0,0.4375,0.7551020408163265,0.21568627450980393,0.08000000000000007,0.4622466986794718,Medium Value
50,68,Male,Hoodie,Clothing,30,New Jersey,S,Indigo,Spring,4.6,Yes,Next Day Air,1,1,34,Debit Card,Bi-Weekly,26,1.0,0.125,0.673469387755102,0.49019607843137253,0.8399999999999999,0.5254465786314526,Medium Value
52,59,Male,Skirt,Clothing,59,Vermont,XL,Gray,Winter,4.7,Yes,2-Day Shipping,1,1,7,Credit Card,Quarterly,4,1.0,0.48750000000000004,0.12244897959183673,0.058823529411764705,0.8800000000000001,0.25212665066026413,Low Value
53,42,Male,T-shirt,Clothing,20,Alaska,M,Green,Summer,2.6,Yes,Free Shipping,1,1,26,Credit Card,Weekly,52,1.0,0.0,0.510204081632653,0.9999999999999999,0.040000000000000036,0.5080816326530612,Medium Value
54,29,Male,Skirt,Clothing,24,Mississippi,S,Peach,Winter,3.9,Yes,Next Day Air,1,1,35,Credit Card,Weekly,52,1.0,0.050000000000000044,0.693877551020408,0.9999999999999999,0.56,0.6435510204081631,Medium Value
55,47,Male,Coat,Outerwear,94,New Mexico,M,Brown,Summer,4.2,Yes,Next Day Air,1,1,35,Debit Card,Bi-Weekly,26,1.0,0.925,0.693877551020408,0.49019607843137253,0.6800000000000002,0.6776098439375751,Medium Value
56,40,Male,Jacket,Outerwear,28,South Carolina,M,Lavender,Winter,3.0,Yes,2-Day Shipping,1,1,49,Credit Card,Annually,1,1.0,0.10000000000000003,0.9795918367346937,0.0,0.20000000000000018,0.43183673469387757,Low Value
57,41,Male,Backpack,Accessories,73,Mississippi,XL,Brown,Summer,4.7,Yes,Store Pickup,1,1,46,Credit Card,Weekly,52,1.0,0.6625000000000001,0.9183673469387754,0.9999999999999999,0.8800000000000001,0.8878469387755101,High Value
58,21,Male,Coat,Outerwear,64,West Virginia,M,White,Summer,4.4,Yes,Store Pickup,1,1,17,Debit Card,Fortnightly,26,1.0,0.55,0.32653061224489793,0.49019607843137253,0.7600000000000002,0.4636710684273709,Medium Value
59,69,Male,Hoodie,Clothing,54,Missouri,M,Charcoal,Summer,4.2,Yes,Free Shipping,1,1,29,Venmo,Monthly,12,1.0,0.42500000000000004,0.5714285714285714,0.21568627450980393,0.6800000000000002,0.4462773109243698,Low Value
60,63,Male,Belt,Accessories,79,Louisiana,L,Yellow,Spring,4.6,Yes,Standard,1,1,4,Debit Card,Weekly,52,1.0,0.7375,0.061224489795918366,0.9999999999999999,0.8399999999999999,0.5559897959183673,Medium Value
61,50,Male,Sweater,Clothing,37,Idaho,L,Brown,Summer,4.0,Yes,Express,1,1,17,Cash,Weekly,52,1.0,0.21250000000000002,0.32653061224489793,0.9999999999999999,0.6000000000000001,0.5331122448979592,Medium Value
62,55,Male,Scarf,Accessories,68,Texas,M,Orange,Winter,4.7,Yes,Store Pickup,1,1,21,Credit Card,Every 3 Months,4,1.0,0.6000000000000001,0.4081632653061224,0.058823529411764705,0.8800000000000001,0.3889123649459784,Low Value
63,30,Male,Sneakers,Footwear,21,Mississippi,S,Magenta,Spring,3.8,Yes,Free Shipping,1,1,31,Credit Card,Fortnightly,26,1.0,0.012500000000000011,0.6122448979591836,0.49019607843137253,0.52,0.4464567827130852,Low Value
64,33,Male,Sunglasses,Accessories,79,Arizona,L,Lavender,Winter,2.7,Yes,2-Day Shipping,1,1,43,Credit Card,Weekly,52,1.0,0.7375,0.8571428571428571,0.9999999999999999,0.08000000000000007,0.7983571428571428,High Value
65,65,Male,Boots,Footwear,83,Alabama,S,Green,Fall,4.8,Yes,Standard,1,1,18,Debit Card,Fortnightly,26,1.0,0.7875000000000001,0.346938775510204,0.49019607843137253,0.9199999999999999,0.5353343337334934,Medium Value
66,65,Male,Backpack,Accessories,36,New Jersey,M,Purple,Spring,4.8,Yes,2-Day Shipping,1,1,44,Venmo,Every 3 Months,4,1.0,0.2,0.8775510204081631,0.058823529411764705,0.9199999999999999,0.5006674669867947,Medium Value
67,31,Male,Blouse,Clothing,94,Pennsylvania,S,Magenta,Winter,4.7,Yes,2-Day Shipping,1,1,3,Venmo,Every 3 Months,4,1.0,0.925,0.04081632653061225,0.058823529411764705,0.8800000000000001,0.30697358943577435,Low Value
68,45,Male,Coat,Outerwear,33,Connecticut,L,Gray,Winter,4.4,Yes,Store Pickup,1,1,49,Debit Card,Monthly,12,1.0,0.16250000000000003,0.9795918367346937,0.21568627450980393,0.7600000000000002,0.5650426170468188,Medium Value
69,57,Male,Handbag,Accessories,46,Utah,L,Silver,Summer,3.9,Yes,Next Day Air,1,1,21,Cash,Every 3 Months,4,1.0,0.32500000000000007,0.4081632653061224,0.058823529411764705,0.56,0.3019123649459784,Low Value
70,48,Male,Belt,Accessories,70,Tennessee,S,Cyan,Summer,4.4,Yes,Express,1,1,5,Cash,Weekly,52,1.0,0.625,0.08163265306122448,0.9999999999999999,0.7600000000000002,0.5336530612244897,Medium Value
71,22,Male,Belt,Accessories,29,Alabama,M,Magenta,Fall,4.2,Yes,Express,1,1,32,Debit Card,Every 3 Months,4,1.0,0.11250000000000004,0.6326530612244897,0.058823529411764705,0.6800000000000002,0.36120828331332533,Low Value
72,36,Male,Dress,Clothing,48,Virginia,L,Gold,Summer,2.9,Yes,Express,1,1,34,Bank Transfer,Annually,1,1.0,0.3500000000000001,0.673469387755102,0.0,0.15999999999999992,0.35538775510204085,Low Value
73,18,Male,Dress,Clothing,26,Georgia,M,Olive,Winter,2.9,Yes,Store Pickup,1,1,21,Bank Transfer,Every 3 Months,4,1.0,0.07500000000000001,0.4081632653061224,0.058823529411764705,0.15999999999999992,0.21191236494597837,Low Value
74,48,Male,Pants,Clothing,85,Hawaii,M,Teal,Spring,2.7,Yes,Free Shipping,1,1,43,Bank Transfer,Bi-Weekly,26,1.0,0.8125,0.8571428571428571,0.49019607843137253,0.08000000000000007,0.6604159663865546,Medium Value
75,49,Male,Gloves,Accessories,58,Indiana,L,Violet,Spring,4.5,Yes,Express,1,1,3,Cash,Monthly,12,1.0,0.4750000000000001,0.04081632653061225,0.21568627450980393,0.8,0.25603241296518614,Low Value
76,64,Male,Scarf,Accessories,85,Utah,M,Blue,Summer,2.7,Yes,Free Shipping,1,1,21,Credit Card,Annually,1,1.0,0.8125,0.4081632653061224,0.0,0.08000000000000007,0.333765306122449,Low Value
77,50,Male,Hat,Accessories,43,Delaware,S,Teal,Summer,4.2,Yes,Free Shipping,1,1,32,Venmo,Monthly,12,1.0,0.2875,0.6326530612244897,0.21568627450980393,0.6800000000000002,0.44326710684273707,Low Value
78,22,Male,Dress,Clothing,53,Delaware,L,Gold,Summer,3.3,Yes,Next Day Air,1,1,36,Debit Card,Fortnightly,26,1.0,0.4125000000000001,0.7142857142857142,0.49019607843137253,0.32000000000000006,0.5472731092436975,Medium Value
79,50,Male,Skirt,Clothing,91,Nebraska,M,Maroon,Spring,4.7,Yes,Free Shipping,1,1,50,Venmo,Fortnightly,26,1.0,0.8875,1.0,0.49019607843137253,0.8800000000000001,0.8125588235294119,High Value
80,38,Male,Jacket,Outerwear,96,Iowa,M,Olive,Winter,2.6,Yes,2-Day Shipping,1,1,43,Bank Transfer,Every 3 Months,4,1.0,0.9500000000000002,0.8571428571428571,0.058823529411764705,0.040000000000000036,0.5545042016806723,Medium Value
82,67,Male,Shoes,Footwear,96,Virginia,L,Maroon,Summer,2.6,Yes,Express,1,1,36,Credit Card,Every 3 Months,4,1.0,0.9500000000000002,0.7142857142857142,0.058823529411764705,0.040000000000000036,0.49736134453781516,Medium Value
83,19,Male,Pants,Clothing,28,Georgia,S,Olive,Spring,4.0,Yes,2-Day Shipping,1,1,21,Credit Card,Every 3 Months,4,1.0,0.10000000000000003,0.4081632653061224,0.058823529411764705,0.6000000000000001,0.2609123649459784,Low Value
84,36,Male,Dress,Clothing,40,Texas,M,Turquoise,Summer,4.1,Yes,Standard,1,1,34,Bank Transfer,Weekly,52,1.0,0.25,0.673469387755102,0.9999999999999999,0.6399999999999999,0.6833877551020408,Medium Value
85,52,Male,Coat,Outerwear,32,Arizona,S,Peach,Spring,4.4,Yes,Standard,1,1,42,Bank Transfer,Every 3 Months,4,1.0,0.15000000000000002,0.836734693877551,0.058823529411764705,0.7600000000000002,0.45834093637454987,Medium Value
86,53,Male,Sunglasses,Accessories,95,New Mexico,M,Charcoal,Winter,4.5,Yes,Next Day Air,1,1,2,Debit Card,Bi-Weekly,26,1.0,0.9375,0.02040816326530612,0.49019607843137253,0.8,0.4227220888355342,Low Value
87,24,Male,Hoodie,Clothing,41,Nevada,L,Pink,Spring,3.7,Yes,2-Day Shipping,1,1,47,Cash,Bi-Weekly,26,1.0,0.26250000000000007,0.9387755102040816,0.49019607843137253,0.4800000000000002,0.6230690276110444,Medium Value
88,52,Male,Shoes,Footwear,53,Ohio,M,Green,Fall,3.7,Yes,2-Day Shipping,1,1,44,Debit Card,Fortnightly,26,1.0,0.4125000000000001,0.8775510204081631,0.49019607843137253,0.4800000000000002,0.628579231692677,Medium Value
89,33,Male,T-shirt,Clothing,47,Wyoming,M,Orange,Fall,3.5,Yes,Free Shipping,1,1,35,Credit Card,Monthly,12,1.0,0.3375,0.693877551020408,0.21568627450980393,0.40000000000000013,0.4497569027611044,Low Value
90,47,Male,Jacket,Outerwear,83,California,XL,Pink,Fall,3.6,Yes,Next Day Air,1,1,15,Cash,Quarterly,4,1.0,0.7875000000000001,0.28571428571428564,0.058823529411764705,0.44000000000000017,0.33343277310924374,Low Value
91,25,Male,Hat,Accessories,48,South Carolina,L,Violet,Summer,2.9,Yes,Express,1,1,29,Credit Card,Monthly,12,1.0,0.3500000000000001,0.5714285714285714,0.21568627450980393,0.15999999999999992,0.3792773109243698,Low Value
92,44,Male,Scarf,Accessories,99,South Carolina,S,Green,Winter,4.6,Yes,Standard,1,1,18,Credit Card,Every 3 Months,4,1.0,0.9875,0.346938775510204,0.058823529411764705,0.8399999999999999,0.43792256902761095,Low Value
93,61,Male,Jacket,Outerwear,87,Texas,M,Olive,Winter,4.4,Yes,2-Day Shipping,1,1,13,Venmo,Every 3 Months,4,1.0,0.8375000000000001,0.24489795918367344,0.058823529411764705,0.7600000000000002,0.35910624249699885,Low Value
94,37,Male,Sweater,Clothing,62,Florida,M,Purple,Fall,4.5,Yes,Standard,1,1,46,Credit Card,Weekly,52,1.0,0.525,0.9183673469387754,0.9999999999999999,0.8,0.85234693877551,High Value
95,58,Male,Skirt,Clothing,76,Nevada,S,Silver,Spring,4.6,Yes,Free Shipping,1,1,28,Credit Card,Weekly,52,1.0,0.7000000000000001,0.5510204081632653,0.9999999999999999,0.8399999999999999,0.744408163265306,Medium Value
96,37,Male,Sneakers,Footwear,100,Missouri,L,Pink,Fall,3.8,Yes,Free Shipping,1,1,48,PayPal,Monthly,12,1.0,1.0,0.9591836734693877,0.21568627450980393,0.52,0.7003793517406963,Medium Value
98,21,Male,Shoes,Footwear,92,Virginia,M,Teal,Winter,4.8,Yes,Store Pickup,1,1,37,Cash,Annually,1,1.0,0.9000000000000001,0.7346938775510203,0.0,0.9199999999999999,0.5658775510204082,Medium Value
99,20,Male,Jeans,Clothing,67,New York,XL,Teal,Spring,2.6,Yes,Next Day Air,1,1,20,Bank Transfer,Annually,1,1.0,0.5875,0.38775510204081626,0.0,0.040000000000000036,0.2766020408163265,Low Value
100,26,Male,Hoodie,Clothing,40,Missouri,XL,Indigo,Summer,3.7,Yes,Express,1,1,33,Debit Card,Quarterly,4,1.0,0.25,0.6530612244897959,0.058823529411764705,0.4800000000000002,0.37687154861944777,Low Value
101,62,Male,Sunglasses,Accessories,98,South Dakota,M,Maroon,Fall,2.7,Yes,Express,1,1,31,Cash,Fortnightly,26,1.0,0.9750000000000001,0.6122448979591836,0.49019607843137253,0.08000000000000007,0.5949567827130853,Medium Value
102,27,Male,Coat,Outerwear,85,North Dakota,XL,White,Spring,4.6,Yes,Express,1,1,50,Credit Card,Bi-Weekly,26,1.0,0.8125,1.0,0.49019607843137253,0.8399999999999999,0.7935588235294118,High Value
103,51,Male,Socks,Clothing,67,Oklahoma,L,Violet,Winter,4.8,Yes,Next Day Air,1,1,35,Credit Card,Quarterly,4,1.0,0.5875,0.693877551020408,0.058823529411764705,0.9199999999999999,0.5046980792316926,Medium Value
104,54,Male,Boots,Footwear,89,West Virginia,L,Red,Winter,4.0,Yes,Next Day Air,1,1,22,Venmo,Bi-Weekly,26,1.0,0.8625,0.4285714285714285,0.49019607843137253,0.6000000000000001,0.5509873949579832,Medium Value
105,55,Male,Sunglasses,Accessories,24,New Hampshire,L,Pink,Spring,4.4,Yes,2-Day Shipping,1,1,1,PayPal,Monthly,12,1.0,0.050000000000000044,0.0,0.21568627450980393,0.7600000000000002,0.15070588235294122,Low Value
106,69,Male,Backpack,Accessories,96,New York,M,Charcoal,Fall,3.6,Yes,Next Day Air,1,1,4,Bank Transfer,Annually,1,1.0,0.9500000000000002,0.061224489795918366,0.0,0.44000000000000017,0.25848979591836746,Low Value
107,64,Male,Jacket,Outerwear,35,Minnesota,L,White,Summer,3.7,Yes,Standard,1,1,31,Credit Card,Monthly,12,1.0,0.1875,0.6122448979591836,0.21568627450980393,0.4800000000000002,0.3951038415366147,Low Value
108,28,Male,Sneakers,Footwear,67,Maryland,L,Olive,Winter,3.1,Yes,Next Day Air,1,1,46,PayPal,Fortnightly,26,1.0,0.5875,0.9183673469387754,0.49019607843137253,0.2400000000000002,0.6559057623049219,Medium Value
109,70,Male,Socks,Clothing,79,Montana,L,Purple,Spring,3.4,Yes,Next Day Air,1,1,32,Bank Transfer,Bi-Weekly,26,1.0,0.7375,0.6326530612244897,0.49019607843137253,0.3600000000000001,0.5836200480192077,Medium Value
110,58,Male,T-shirt,Clothing,85,Alabama,M,Violet,Spring,2.6,Yes,Next Day Air,1,1,43,Bank Transfer,Fortnightly,26,1.0,0.8125,0.8571428571428571,0.49019607843137253,0.040000000000000036,0.6564159663865546,Medium Value
111,56,Male,Backpack,Accessories,26,New York,M,Black,Summer,4.0,Yes,Standard,1,1,26,Venmo,Fortnightly,26,1.0,0.07500000000000001,0.510204081632653,0.49019607843137253,0.6000000000000001,0.4261404561824729,Low Value
112,26,Male,Belt,Accessories,75,Massachusetts,L,Purple,Summer,5.0,Yes,Free Shipping,1,1,9,Credit Card,Annually,1,1.0,0.6875,0.16326530612244897,0.0,1.0,0.30280612244897964,Low Value
113,37,Male,Gloves,Accessories,65,Florida,M,Red,Spring,4.3,Yes,Free Shipping,1,1,28,PayPal,Bi-Weekly,26,1.0,0.5625,0.5510204081632653,0.49019607843137253,0.72,0.5519669867947178,Medium Value
114,44,Male,Hat,Accessories,54,New Jersey,L,Maroon,Winter,3.1,Yes,Next Day Air,1,1,20,PayPal,Quarterly,4,1.0,0.42500000000000004,0.38775510204081626,0.058823529411764705,0.2400000000000002,0.28174909963985595,Low Value
115,70,Male,Coat,Outerwear,95,Massachusetts,S,Blue,Summer,3.7,Yes,Store Pickup,1,1,9,Cash,Weekly,52,1.0,0.9375,0.16326530612244897,0.9999999999999999,0.4800000000000002,0.6008061224489796,Medium Value
116,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,Yes,Standard,1,1,48,Debit Card,Every 3 Months,4,1.0,0.925,0.9591836734693877,0.058823529411764705,0.52,0.6383205282112846,Medium Value
117,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Free Shipping,1,1,12,Venmo,Annually,1,1.0,0.825,0.22448979591836735,0.0,0.3600000000000001,0.290795918367347,Low Value
118,50,Male,Sandals,Footwear,32,South Dakota,L,Yellow,Summer,4.6,Yes,Express,1,1,29,Cash,Fortnightly,26,1.0,0.15000000000000002,0.5714285714285714,0.49019607843137253,0.8399999999999999,0.4896302521008403,Medium Value
