Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,annual_frequency,promo_dependency,purchase_scaled,previous_scaled,frequency_scaled,review_scaled,loyalty_score,value_tier
34.0,54.0,Male,Pants,Clothing,38.0,Colorado,L,Green,Summer,3.3,Yes,Store Pickup,1.0,1.0,45.0,Cash,Quarterly,4.0,1.0,0.22500000000000003,0.8979591836734693,0.058823529411764705,0.32000000000000006,0.45383073229291715,Medium Value
35.0,36.0,Male,T-shirt,Clothing,91.0,North Dakota,L,Violet,Spring,4.6,Yes,2-Day Shipping,1.0,1.0,38.0,PayPal,Quarterly,4.0,1.0,0.8875,0.7551020408163265,0.058823529411764705,0.8399999999999999,0.58118787515006,Medium Value
36.0,54.0,Male,Blouse,Clothing,33.0,Massachusetts,M,Cyan,Summer,4.0,Yes,2-Day Shipping,1.0,1.0,48.0,Credit Card,Bi-Weekly,,1.0,0.16250000000000003,0.9591836734693877,,0.6000000000000001,,Low Value
37.0,35.0,Male,T-shirt,Clothing,69.0,Illinois,M,Maroon,Winter,4.6,Yes,Free Shipping,1.0,1.0,44.0,PayPal,Fortnightly,26.0,1.0,0.6125,0.8775510204081631,0.49019607843137253,0.8399999999999999,0.704579231692677,Medium Value
38.0,35.0,Male,Jeans,Clothing,45.0,Indiana,S,Cyan,Summer,2.8,Yes,Store Pickup,1.0,1.0,10.0,PayPal,Weekly,52.0,1.0,0.3125,0.18367346938775508,0.9999999999999999,0.11999999999999988,0.447969387755102,Low Value
40.0,70.0,Male,Pants,Clothing,60.0,Arizona,S,Turquoise,Summer,4.2,Yes,Express,1.0,1.0,18.0,Credit Card,Monthly,12.0,1.0,0.7000000000000001,0.6122448979591836,0.058823529411764705,0.8399999999999999,0.48654501800720285,Medium Value
41.0,69.0,Male,Handbag,Accessories,76.0,Louisiana,L,Beige,Winter,4.6,Yes,Next Day Air,1.0,1.0,31.0,Debit Card,Quarterly,4.0,1.0,0.23750000000000004,0.7959183673469387,0.0,0.8,0.44586734693877556,Low Value
42.0,67.0,Male,Scarf,Accessories,39.0,Alaska,M,Orange,Spring,4.5,Yes,Standard,1.0,1.0,40.0,Venmo,Annually,1.0,1.0,1.0,0.28571428571428564,0.0,0.6399999999999999,0.3782857142857143,Low Value
43.0,20.0,Male,Coat,Outerwear,100.0,Tennessee,M,Beige,Spring,4.1,Yes,Free Shipping,1.0,1.0,15.0,PayPal,Annually,1.0,1.0,0.6125,0.36734693877551017,0.49019607843137253,0.4800000000000002,0.46449759903961585,Medium Value
44.0,25.0,Male,Scarf,Accessories,69.0,Ohio,L,Lavender,Fall,3.7,Yes,Store Pickup,1.0,1.0,19.0,PayPal,Fortnightly,26.0,1.0,0.4125000000000001,0.8979591836734693,0.9999999999999999,0.8399999999999999,0.8256836734693876,High Value
45.0,39.0,Male,Hat,Accessories,53.0,Kentucky,S,Silver,Summer,4.6,Yes,Free Shipping,1.0,1.0,45.0,PayPal,Weekly,52.0,1.0,0.012500000000000011,0.4897959183673469,0.0,0.15999999999999992,0.21441836734693878,Low Value
46.0,50.0,Male,Socks,Clothing,21.0,Tennessee,XL,Indigo,Fall,2.9,Yes,2-Day Shipping,1.0,1.0,25.0,PayPal,Annually,1.0,1.0,0.2875,0.8979591836734693,0.058823529411764705,0.15999999999999992,0.45033073229291715,Medium Value
47.0,57.0,Male,Shirt,Clothing,43.0,California,L,White,Summer,2.9,Yes,Store Pickup,1.0,1.0,45.0,Cash,Quarterly,4.0,1.0,0.42500000000000004,0.7142857142857142,0.9999999999999999,0.8,0.7507142857142857,High Value
48.0,55.0,Male,Jewelry,Accessories,54.0,Montana,M,Charcoal,Winter,4.5,Yes,Free Shipping,1.0,1.0,36.0,Cash,Weekly,52.0,1.0,0.4375,0.7551020408163265,0.21568627450980393,0.08000000000000007,0.4622466986794718,Medium Value
49.0,42.0,Male,Shirt,Clothing,55.0,Nevada,M,Orange,Summer,2.7,Yes,Store Pickup,1.0,1.0,38.0,Cash,Monthly,12.0,1.0,0.125,0.673469387755102,,0.8399999999999999,,Low Value
50.0,68.0,Male,Hoodie,Clothing,30.0,New Jersey,S,Indigo,Spring,4.6,Yes,Next Day Air,1.0,1.0,34.0,Debit Card,Bi-Weekly,,1.0,0.48750000000000004,0.12244897959183673,0.058823529411764705,0.8800000000000001,0.25212665066026413,Low Value
52.0,59.0,Male,Skirt,Clothing,59.0,Vermont,XL,Gray,Winter,4.7,Yes,2-Day Shipping,1.0,1.0,7.0,Credit Card,Quarterly,4.0,1.0,0.050000000000000044,0.693877551020408,0.9999999999999999,0.56,0.6435510204081631,Medium Value
53.0,42.0,Male,T-shirt,Clothing,20.0,Alaska,M,Green,Summer,2.6,Yes,Free Shipping,1.0,1.0,26.0,Credit Card,Weekly,52.0,1.0,0.925,0.693877551020408,,0.6800000000000002,,Low Value
54.0,29.0,Male,Skirt,Clothing,24.0,Mississippi,S,Peach,Winter,3.9,Yes,Next Day Air,1.0,1.0,35.0,Credit Card,Weekly,52.0,1.0,0.10000000000000003,0.9795918367346937,0.0,0.20000000000000018,0.43183673469387757,Low Value
55.0,47.0,Male,Coat,Outerwear,94.0,New Mexico,M,Brown,Summer,4.2,Yes,Next Day Air,1.0,1.0,35.0,Debit Card,Bi-Weekly,,1.0,0.6625000000000001,0.9183673469387754,0.9999999999999999,0.8800000000000001,0.8878469387755101,High Value
56.0,40.0,Male,Jacket,Outerwear,28.0,South Carolina,M,Lavender,Winter,3.0,Yes,2-Day Shipping,1.0,1.0,49.0,Credit Card,Annually,1.0,1.0,0.55,0.32653061224489793,0.49019607843137253,0.7600000000000002,0.4636710684273709,Medium Value
57.0,41.0,Male,Backpack,Accessories,73.0,Mississippi,XL,Brown,Summer,4.7,Yes,Store Pickup,1.0,1.0,46.0,Credit Card,Weekly,52.0,1.0,0.42500000000000004,0.5714285714285714,0.21568627450980393,0.6800000000000002,0.4462773109243698,Low Value
58.0,21.0,Male,Coat,Outerwear,64.0,West Virginia,M,White,Summer,4.4,Yes,Store Pickup,1.0,1.0,17.0,Debit Card,Fortnightly,26.0,1.0,0.7375,0.061224489795918366,0.9999999999999999,0.8399999999999999,0.5559897959183673,Medium Value
59.0,69.0,Male,Hoodie,Clothing,54.0,Missouri,M,Charcoal,Summer,4.2,Yes,Free Shipping,1.0,1.0,29.0,Venmo,Monthly,12.0,1.0,0.21250000000000002,0.32653061224489793,0.9999999999999999,0.6000000000000001,0.5331122448979592,Medium Value
60.0,63.0,Male,Belt,Accessories,79.0,Louisiana,L,Yellow,Spring,4.6,Yes,Standard,1.0,1.0,4.0,Debit Card,Weekly,52.0,1.0,0.6000000000000001,0.4081632653061224,,0.8800000000000001,,Low Value
61.0,50.0,Male,Sweater,Clothing,37.0,Idaho,L,Brown,Summer,4.0,Yes,Express,1.0,1.0,17.0,Cash,Weekly,52.0,1.0,0.012500000000000011,0.6122448979591836,0.49019607843137253,0.52,0.4464567827130852,Low Value
62.0,55.0,Male,Scarf,Accessories,68.0,Texas,M,Orange,Winter,4.7,Yes,Store Pickup,1.0,1.0,21.0,Credit Card,Every 3 Months,,1.0,0.7375,0.8571428571428571,0.9999999999999999,0.08000000000000007,0.7983571428571428,High Value
63.0,30.0,Male,Sneakers,Footwear,21.0,Mississippi,S,Magenta,Spring,3.8,Yes,Free Shipping,1.0,1.0,31.0,Credit Card,Fortnightly,26.0,1.0,0.7875000000000001,0.346938775510204,0.49019607843137253,0.9199999999999999,0.5353343337334934,Medium Value
64.0,33.0,Male,Sunglasses,Accessories,79.0,Arizona,L,Lavender,Winter,2.7,Yes,2-Day Shipping,1.0,1.0,43.0,Credit Card,Weekly,52.0,1.0,0.2,0.8775510204081631,,0.9199999999999999,,Low Value
65.0,65.0,Male,Boots,Footwear,83.0,Alabama,S,Green,Fall,4.8,Yes,Standard,1.0,1.0,18.0,Debit Card,Fortnightly,26.0,1.0,0.925,0.04081632653061225,,0.8800000000000001,,Low Value
66.0,65.0,Male,Backpack,Accessories,36.0,New Jersey,M,Purple,Spring,4.8,Yes,2-Day Shipping,1.0,1.0,44.0,Venmo,Every 3 Months,,1.0,0.16250000000000003,0.9795918367346937,0.21568627450980393,0.7600000000000002,0.5650426170468188,Medium Value
67.0,31.0,Male,Blouse,Clothing,94.0,Pennsylvania,S,Magenta,Winter,4.7,Yes,2-Day Shipping,1.0,1.0,3.0,Venmo,Every 3 Months,,1.0,0.32500000000000007,0.4081632653061224,,0.56,,Low Value
68.0,45.0,Male,Coat,Outerwear,33.0,Connecticut,L,Gray,Winter,4.4,Yes,Store Pickup,1.0,1.0,49.0,Debit Card,Monthly,12.0,1.0,0.625,0.08163265306122448,0.9999999999999999,0.7600000000000002,0.5336530612244897,Medium Value
69.0,57.0,Male,Handbag,Accessories,46.0,Utah,L,Silver,Summer,3.9,Yes,Next Day Air,1.0,1.0,21.0,Cash,Every 3 Months,,1.0,0.11250000000000004,0.6326530612244897,,0.6800000000000002,,Low Value
70.0,48.0,Male,Belt,Accessories,70.0,Tennessee,S,Cyan,Summer,4.4,Yes,Express,1.0,1.0,5.0,Cash,Weekly,52.0,1.0,0.3500000000000001,0.673469387755102,0.0,0.15999999999999992,0.35538775510204085,Low Value
71.0,22.0,Male,Belt,Accessories,29.0,Alabama,M,Magenta,Fall,4.2,Yes,Express,1.0,1.0,32.0,Debit Card,Every 3 Months,,1.0,0.07500000000000001,0.4081632653061224,,0.15999999999999992,,Low Value
72.0,36.0,Male,Dress,Clothing,48.0,Virginia,L,Gold,Summer,2.9,Yes,Express,1.0,1.0,34.0,Bank Transfer,Annually,1.0,1.0,0.8125,0.8571428571428571,,0.08000000000000007,,Low Value
73.0,18.0,Male,Dress,Clothing,26.0,Georgia,M,Olive,Winter,2.9,Yes,Store Pickup,1.0,1.0,21.0,Bank Transfer,Every 3 Months,,1.0,0.4750000000000001,0.04081632653061225,0.21568627450980393,0.8,0.25603241296518614,Low Value
74.0,48.0,Male,Pants,Clothing,85.0,Hawaii,M,Teal,Spring,2.7,Yes,Free Shipping,1.0,1.0,43.0,Bank Transfer,Bi-Weekly,,1.0,0.8125,0.4081632653061224,0.0,0.08000000000000007,0.333765306122449,Low Value
75.0,49.0,Male,Gloves,Accessories,58.0,Indiana,L,Violet,Spring,4.5,Yes,Express,1.0,1.0,3.0,Cash,Monthly,12.0,1.0,0.2875,0.6326530612244897,0.21568627450980393,0.6800000000000002,0.44326710684273707,Low Value
76.0,64.0,Male,Scarf,Accessories,85.0,Utah,M,Blue,Summer,2.7,Yes,Free Shipping,1.0,1.0,21.0,Credit Card,Annually,1.0,1.0,0.4125000000000001,0.7142857142857142,0.49019607843137253,0.32000000000000006,0.5472731092436975,Medium Value
77.0,50.0,Male,Hat,Accessories,43.0,Delaware,S,Teal,Summer,4.2,Yes,Free Shipping,1.0,1.0,32.0,Venmo,Monthly,12.0,1.0,0.8875,1.0,0.49019607843137253,0.8800000000000001,0.8125588235294119,High Value
78.0,22.0,Male,Dress,Clothing,53.0,Delaware,L,Gold,Summer,3.3,Yes,Next Day Air,1.0,1.0,36.0,Debit Card,Fortnightly,26.0,1.0,0.9500000000000002,0.8571428571428571,,0.040000000000000036,,Low Value
79.0,50.0,Male,Skirt,Clothing,91.0,Nebraska,M,Maroon,Spring,4.7,Yes,Free Shipping,1.0,1.0,50.0,Venmo,Fortnightly,26.0,1.0,0.9500000000000002,0.7142857142857142,,0.040000000000000036,,Low Value
80.0,38.0,Male,Jacket,Outerwear,96.0,Iowa,M,Olive,Winter,2.6,Yes,2-Day Shipping,1.0,1.0,43.0,Bank Transfer,Every 3 Months,,1.0,0.10000000000000003,0.4081632653061224,,0.6000000000000001,,Low Value
82.0,67.0,Male,Shoes,Footwear,96.0,Virginia,L,Maroon,Summer,2.6,Yes,Express,1.0,1.0,36.0,Credit Card,Every 3 Months,,1.0,0.15000000000000002,0.836734693877551,,0.7600000000000002,,Low Value
83.0,19.0,Male,Pants,Clothing,28.0,Georgia,S,Olive,Spring,4.0,Yes,2-Day Shipping,1.0,1.0,21.0,Credit Card,Every 3 Months,,1.0,0.9375,0.02040816326530612,,0.8,,Low Value
84.0,36.0,Male,Dress,Clothing,40.0,Texas,M,Turquoise,Summer,4.1,Yes,Standard,1.0,1.0,34.0,Bank Transfer,Weekly,52.0,1.0,0.26250000000000007,0.9387755102040816,,0.4800000000000002,,Low Value
85.0,52.0,Male,Coat,Outerwear,32.0,Arizona,S,Peach,Spring,4.4,Yes,Standard,1.0,1.0,42.0,Bank Transfer,Every 3 Months,,1.0,0.4125000000000001,0.8775510204081631,0.49019607843137253,0.4800000000000002,0.628579231692677,Medium Value
86.0,53.0,Male,Sunglasses,Accessories,95.0,New Mexico,M,Charcoal,Winter,4.5,Yes,Next Day Air,1.0,1.0,2.0,Debit Card,Bi-Weekly,,1.0,0.3375,0.693877551020408,0.21568627450980393,0.40000000000000013,0.4497569027611044,Low Value
87.0,24.0,Male,Hoodie,Clothing,41.0,Nevada,L,Pink,Spring,3.7,Yes,2-Day Shipping,1.0,1.0,47.0,Cash,Bi-Weekly,,1.0,0.7875000000000001,0.28571428571428564,0.058823529411764705,0.44000000000000017,0.33343277310924374,Low Value
88.0,52.0,Male,Shoes,Footwear,53.0,Ohio,M,Green,Fall,3.7,Yes,2-Day Shipping,1.0,1.0,44.0,Debit Card,Fortnightly,26.0,1.0,0.3500000000000001,0.5714285714285714,0.21568627450980393,0.15999999999999992,0.3792773109243698,Low Value
89.0,33.0,Male,T-shirt,Clothing,47.0,Wyoming,M,Orange,Fall,3.5,Yes,Free Shipping,1.0,1.0,35.0,Credit Card,Monthly,12.0,1.0,0.9875,0.346938775510204,,0.8399999999999999,,Low Value
90.0,47.0,Male,Jacket,Outerwear,83.0,California,XL,Pink,Fall,3.6,Yes,Next Day Air,1.0,1.0,15.0,Cash,Quarterly,4.0,1.0,0.8375000000000001,0.24489795918367344,,0.7600000000000002,,Low Value
91.0,25.0,Male,Hat,Accessories,48.0,South Carolina,L,Violet,Summer,2.9,Yes,Express,1.0,1.0,29.0,Credit Card,Monthly,12.0,1.0,0.525,0.9183673469387754,0.9999999999999999,0.8,0.85234693877551,High Value
92.0,44.0,Male,Scarf,Accessories,99.0,South Carolina,S,Green,Winter,4.6,Yes,Standard,1.0,1.0,18.0,Credit Card,Every 3 Months,,1.0,0.7000000000000001,0.5510204081632653,0.9999999999999999,0.8399999999999999,0.744408163265306,Medium Value
93.0,61.0,Male,Jacket,Outerwear,87.0,Texas,M,Olive,Winter,4.4,Yes,2-Day Shipping,1.0,1.0,13.0,Venmo,Every 3 Months,,1.0,1.0,0.9591836734693877,0.21568627450980393,0.52,0.7003793517406963,Medium Value
94.0,37.0,Male,Sweater,Clothing,62.0,Florida,M,Purple,Fall,4.5,Yes,Standard,1.0,1.0,46.0,Credit Card,Weekly,52.0,1.0,0.9000000000000001,0.7346938775510203,0.0,0.9199999999999999,0.5658775510204082,Medium Value
95.0,58.0,Male,Skirt,Clothing,76.0,Nevada,S,Silver,Spring,4.6,Yes,Free Shipping,1.0,1.0,28.0,Credit Card,Weekly,52.0,1.0,0.5875,0.38775510204081626,0.0,0.040000000000000036,0.2766020408163265,Low Value
96.0,37.0,Male,Sneakers,Footwear,100.0,Missouri,L,Pink,Fall,3.8,Yes,Free Shipping,1.0,1.0,48.0,PayPal,Monthly,12.0,1.0,0.25,0.6530612244897959,0.058823529411764705,0.4800000000000002,0.37687154861944777,Low Value
98.0,21.0,Male,Shoes,Footwear,92.0,Virginia,M,Teal,Winter,4.8,Yes,Store Pickup,1.0,1.0,37.0,Cash,Annually,1.0,1.0,0.8125,1.0,,0.8399999999999999,,Low Value
99.0,20.0,Male,Jeans,Clothing,67.0,New York,XL,Teal,Spring,2.6,Yes,Next Day Air,1.0,1.0,20.0,Bank Transfer,Annually,1.0,1.0,0.5875,0.693877551020408,0.058823529411764705,0.9199999999999999,0.5046980792316926,Medium Value
100.0,26.0,Male,Hoodie,Clothing,40.0,Missouri,XL,Indigo,Summer,3.7,Yes,Express,1.0,1.0,33.0,Debit Card,Quarterly,4.0,1.0,0.8625,0.4285714285714285,,0.6000000000000001,,Low Value
101.0,62.0,Male,Sunglasses,Accessories,98.0,South Dakota,M,Maroon,Fall,2.7,Yes,Express,1.0,1.0,31.0,Cash,Fortnightly,26.0,1.0,0.050000000000000044,0.0,0.21568627450980393,0.7600000000000002,0.15070588235294122,Low Value
102.0,27.0,Male,Coat,Outerwear,85.0,North Dakota,XL,White,Spring,4.6,Yes,Express,1.0,1.0,50.0,Credit Card,Bi-Weekly,,1.0,0.9500000000000002,0.061224489795918366,0.0,0.44000000000000017,0.25848979591836746,Low Value
103.0,51.0,Male,Socks,Clothing,67.0,Oklahoma,L,Violet,Winter,4.8,Yes,Next Day Air,1.0,1.0,35.0,Credit Card,Quarterly,4.0,1.0,0.1875,0.6122448979591836,0.21568627450980393,0.4800000000000002,0.3951038415366147,Low Value
104.0,54.0,Male,Boots,Footwear,89.0,West Virginia,L,Red,Winter,4.0,Yes,Next Day Air,1.0,1.0,22.0,Venmo,Bi-Weekly,,1.0,0.5875,0.9183673469387754,0.49019607843137253,0.2400000000000002,0.6559057623049219,Medium Value
105.0,55.0,Male,Sunglasses,Accessories,24.0,New Hampshire,L,Pink,Spring,4.4,Yes,2-Day Shipping,1.0,1.0,1.0,PayPal,Monthly,12.0,1.0,0.7375,0.6326530612244897,,0.3600000000000001,,Low Value
106.0,69.0,Male,Backpack,Accessories,96.0,New York,M,Charcoal,Fall,3.6,Yes,Next Day Air,1.0,1.0,4.0,Bank Transfer,Annually,1.0,1.0,0.8125,0.8571428571428571,0.49019607843137253,0.040000000000000036,0.6564159663865546,Medium Value
107.0,64.0,Male,Jacket,Outerwear,35.0,Minnesota,L,White,Summer,3.7,Yes,Standard,1.0,1.0,31.0,Credit Card,Monthly,12.0,1.0,0.07500000000000001,0.510204081632653,0.49019607843137253,0.6000000000000001,0.4261404561824729,Low Value
108.0,28.0,Male,Sneakers,Footwear,67.0,Maryland,L,Olive,Winter,3.1,Yes,Next Day Air,1.0,1.0,46.0,PayPal,Fortnightly,26.0,1.0,0.6875,0.16326530612244897,0.0,1.0,0.30280612244897964,Low Value
109.0,70.0,Male,Socks,Clothing,79.0,Montana,L,Purple,Spring,3.4,Yes,Next Day Air,1.0,1.0,32.0,Bank Transfer,Bi-Weekly,,1.0,0.5625,0.5510204081632653,,0.72,,Low Value
110.0,58.0,Male,T-shirt,Clothing,85.0,Alabama,M,Violet,Spring,2.6,Yes,Next Day Air,1.0,1.0,43.0,Bank Transfer,Fortnightly,26.0,1.0,0.42500000000000004,0.38775510204081626,0.058823529411764705,0.2400000000000002,0.28174909963985595,Low Value
